"Tract ID","STATE2KX","CNTY2KX","TRACT2KX","Age Group","nq(x)","l(x)","nd(x)","nL(x)","T(x)","e(x)","se(nq(x))","se(e(x))"
54001965500,54,001,965500,"Under 1",0.006879,100000,688,99381,7611210,76.1,0.0076,1.1898
54001965500,54,001,965500,"1-4",0.001741,99312,173,396903,7511829,75.6,0.0004,1.0457
54001965500,54,001,965500,"5-14",0.001719,99139,170,990540,7114927,71.8,0.0003,1.0471
54001965500,54,001,965500,"15-24",0.010626,98969,1052,984429,6124387,61.9,0.0018,1.0487
54001965500,54,001,965500,"25-34",0.017819,97917,1745,970447,5139957,52.5,0.0029,1.0551
54001965500,54,001,965500,"35-44",0.025975,96172,2498,949233,4169510,43.4,0.0032,1.065
54001965500,54,001,965500,"45-54",0.051411,93674,4816,912664,3220277,34.4,0.0048,1.0856
54001965500,54,001,965500,"55-64",0.099554,88858,8846,844353,2307613,26,0.0096,1.1336
54001965500,54,001,965500,"65-74",0.190942,80012,15278,723734,1463260,18.3,0.0196,1.2342
54001965500,54,001,965500,"75-84",0.414728,64735,26847,513110,739526,11.4,0.077,1.473
54001965500,54,001,965500,"85 and older",1,37887,37887,226416,226416,6,0.0577,2.0614
54001965600,54,001,965600,"Under 1",0.007356,100000,736,99338,7163513,71.6,0.0011,1.4409
54001965600,54,001,965600,"1-4",0.004796,99264,476,396105,7064175,71.2,0.0049,1.4495
54001965600,54,001,965600,"5-14",0.005495,98788,543,985169,6668069,67.5,0.0056,1.415
54001965600,54,001,965600,"15-24",0.007313,98245,718,978863,5682900,57.8,0.0037,1.3787
54001965600,54,001,965600,"25-34",0.015528,97527,1514,967699,4704038,48.2,0.0092,1.3744
54001965600,54,001,965600,"35-44",0.048485,96013,4655,936851,3736339,38.9,0.0182,1.3341
54001965600,54,001,965600,"45-54",0.067545,91358,6171,882721,2799488,30.6,0.0165,1.2254
54001965600,54,001,965600,"55-64",0.174482,85187,14864,777550,1916767,22.5,0.0304,1.2209
54001965600,54,001,965600,"65-74",0.35057,70323,24653,579966,1139217,16.2,0.0465,1.2555
54001965600,54,001,965600,"75-84",0.515298,45670,23534,339032,559251,12.2,0.0736,1.4883
54001965600,54,001,965600,"85 and older",1,22136,22136,220219,220219,9.9,0.0209,2.0691
54001965700,54,001,965700,"Under 1",0.006879,100000,688,99381,7611210,76.1,0.0015,1.3929
54001965700,54,001,965700,"1-4",0.001741,99312,173,396903,7511829,75.6,0.0003,1.3977
54001965700,54,001,965700,"5-14",0.001719,99139,170,990540,7114927,71.8,0.0003,1.4
54001965700,54,001,965700,"15-24",0.010626,98969,1052,984429,6124387,61.9,0.0017,1.4022
54001965700,54,001,965700,"25-34",0.017819,97917,1745,970447,5139957,52.5,0.0022,1.4138
54001965700,54,001,965700,"35-44",0.025975,96172,2498,949233,4169510,43.4,0.0039,1.4353
54001965700,54,001,965700,"45-54",0.051411,93674,4816,912664,3220277,34.4,0.0052,1.4649
54001965700,54,001,965700,"55-64",0.099554,88858,8846,844353,2307613,26,0.0113,1.535
