"Tract ID","STATE2KX","CNTY2KX","TRACT2KX","Age Group","nq(x)","l(x)","nd(x)","nL(x)","T(x)","e(x)","se(nq(x))","se(e(x))"
31001965400,31,001,965400,"Under 1",0.005498,100000,550,99505,7964357,79.6,0.0008,0.9858
31001965400,31,001,965400,"1-4",0.000818,99450,81,397638,7864852,79.1,0.0002,0.9889
31001965400,31,001,965400,"5-14",0.001058,99369,105,993163,7467214,75.1,0.0002,0.9896
31001965400,31,001,965400,"15-24",0.008606,99264,854,988365,6474051,65.2,0.0009,0.9906
31001965400,31,001,965400,"25-34",0.010795,98409,1062,978782,5485686,55.7,0.0013,0.9978
31001965400,31,001,965400,"35-44",0.009662,97347,941,968768,4506904,46.3,0.0056,1.0065
31001965400,31,001,965400,"45-54",0.034836,96407,3358,947273,3538136,36.7,0.0089,0.9886
31001965400,31,001,965400,"55-64",0.067492,93048,6280,899082,2590862,27.8,0.014,0.9785
31001965400,31,001,965400,"65-74",0.142857,86768,12395,805705,1691781,19.5,0.0244,0.9827
31001965400,31,001,965400,"75-84",0.291339,74373,21668,635389,886076,11.9,0.0529,1.0409
31001965400,31,001,965400,"85 and older",1,52705,52705,250687,250687,4.8,0.0564,1.2759
31001965500,31,001,965500,"Under 1",0.003099,100000,310,99721,8061351,80.6,0.0022,1.9994
31001965500,31,001,965500,"1-4",0.006943,99690,692,397376,7961630,79.9,0.0041,1.9977
31001965500,31,001,965500,"5-14",0.000923,98998,91,989523,7564254,76.4,0.0002,1.9849
31001965500,31,001,965500,"15-24",0.01153,98907,1140,983364,6574731,66.5,0.007,1.9867
31001965500,31,001,965500,"25-34",0.011741,97766,1148,971923,5591368,57.2,0.006,1.9617
31001965500,31,001,965500,"35-44",0.006964,96618,673,962820,4619445,47.8,0.005,1.959
31001965500,31,001,965500,"45-54",0.045261,95946,4343,937743,3656625,38.1,0.0117,1.9609
31001965500,31,001,965500,"55-64",0.060314,91603,5525,888405,2718882,29.7,0.0143,2.0095
31001965500,31,001,965500,"65-74",0.126168,86078,10860,806479,1830477,21.3,0.0279,2.1009
31001965500,31,001,965500,"75-84",0.448179,75218,33711,583622,1023998,13.6,0.0818,2.3295
31001965500,31,001,965500,"85 and older",1,41507,41507,440376,440376,10.6,0.0314,3.5302
31001965600,31,001,965600,"Under 1",0.012235,100000,1223,98899,8264726,82.6,0.0057,1.8822
31001965600,31,001,965600,"1-4",0.000729,98777,72,394962,8165827,82.7,0.0002,1.8444
31001965600,31,001,965600,"5-14",0.000921,98705,91,986591,7770865,78.7,0.0002,1.8457
