"Tract ID","STATE2KX","CNTY2KX","TRACT2KX","e(0)","se(e(0))","Abridged life table flag"
19001960100,19,001,960100,77.5,1.3347,3
19001960200,19,001,960200,80.1,1.682,3
19001960300,19,001,960300,76.8,1.3244,3
19003950100,19,003,950100,80.1,2.3764,3
19003950200,19,003,950200,76.1,1.4739,3
19005960100,19,005,960100,75,1.7005,3
19005960200,19,005,960200,78.4,1.0636,2
19005960300,19,005,960300,77.5,1.12,3
19005960400,19,005,960400,86.7,3.6105,3
19005960500,19,005,960500,81.8,1.4895,3
19007950100,19,007,950100,80.2,1.532,3
19007950200,19,007,950200,77.6,0.8777,2
19007950300,19,007,950300,72.3,1.6671,3
19007950400,19,007,950400,74.8,1.2702,3
19007950500,19,007,950500,79.4,1.7062,3
19009070100,19,009,070100,78.4,0.7434,2
19009070200,19,009,070200,78.2,1.5331,3
19009070300,19,009,070300,75.9,1.7975,3
19011960100,19,011,960100,79.9,2.8454,3
19011960200,19,011,960200,87.1,3.015,3
19011960300,19,011,960300,78.6,0.9847,3
19011960400,19,011,960400,77.8,1.5293,3
19011960500,19,011,960500,85.3,1.7182,3
19011960600,19,011,960600,79.7,1.6659,3
19011960700,19,011,960700,77,1.4943,3
19013000100,19,013,000100,70.8,2.0722,3
19013000200,19,013,000200,74.8,1.6889,2
19013000300,19,013,000300,73.9,1.5857,3
19013000400,19,013,000400,76,2.1113,3
19013000500,19,013,000500,71.6,1.8121,3
19013000700,19,013,000700,74.7,2.3308,2
19013000800,19,013,000800,73.7,1.3192,2
19013000900,19,013,000900,73.5,2.5713,3
19013001000,19,013,001000,81.3,2.1276,3
19013001100,19,013,001100,79,1.9693,3
19013001200,19,013,001200,82.5,2.0056,3
19013001301,19,013,001301,73.6,1.91,3
19013001302,19,013,001302,81.1,1.8081,3
19013001400,19,013,001400,84.2,2.1191,3
19013001501,19,013,001501,78.7,1.909,3
19013001502,19,013,001502,78.2,2.4372,3
19013001503,19,013,001503,83.4,1.9057,3
19013001600,19,013,001600,78.3,1.6878,3
19013001701,19,013,001701,72.4,2.6705,3
19013001702,19,013,001702,77.5,1.6244,3
19013001800,19,013,001800,75.5,2.1529,3
19013001900,19,013,001900,80.5,3.5987,3
19013002000,19,013,002000,76.1,0.8602,3
19013002200,19,013,002200,75.8,1.3582,3
19013002400,19,013,002400,86.9,3.142,3
19013002500,19,013,002500,79.5,1.0683,2
19013002601,19,013,002601,77.3,1.0737,3
19013002603,19,013,002603,81,0.8835,1
19013002604,19,013,002604,78,1.3566,3
19013002700,19,013,002700,82.1,1.5778,3
19013002800,19,013,002800,80.9,1.9634,3
19013002902,19,013,002902,79.4,1.1645,3
19013003001,19,013,003001,78.5,2.6993,3
19013003002,19,013,003002,79.7,1.4517,3
19015020100,19,015,020100,87.9,3.8538,3
19015020200,19,015,020200,78.3,2.0218,3
19015020300,19,015,020300,87.4,2.965,3
19015020400,19,015,020400,73.1,1.1129,3
