"Tract ID","STATE2KX","CNTY2KX","TRACT2KX","e(0)","se(e(0))","Abridged life table flag"
21001970100,21,001,970100,74.6,1.8617,3
21001970200,21,001,970200,80,3.3055,3
21001970300,21,001,970300,76.6,1.4549,3
21001970401,21,001,970401,75.6,1.1834,3
21001970402,21,001,970402,75.9,1.0624,2
21001970500,21,001,970500,73.6,1.9525,3
21001970600,21,001,970600,75.8,1.7151,2
21003920100,21,003,920100,76.1,1.7527,1
21003920200,21,003,920200,77.2,1.7392,3
21003920300,21,003,920300,71.4,1.442,3
21003920400,21,003,920400,74.4,1.3646,3
21003920500,21,003,920500,73.6,2.0863,3
21003920600,21,003,920600,74.5,1.3404,2
21005950100,21,005,950100,77.9,1.6307,3
21005950201,21,005,950201,74.7,1.1949,3
21005950202,21,005,950202,76.5,1.3694,3
21005950300,21,005,950300,75.8,2.0242,3
21005950400,21,005,950400,74.4,1.798,3
21007950100,21,007,950100,79,1.6425,3
21007950200,21,007,950200,71.7,1.9586,3
21007950300,21,007,950300,77,1.6983,3
21009950100,21,009,950100,77.4,1.3875,3
21009950200,21,009,950200,74.2,1.2857,3
21009950300,21,009,950300,73,1.6386,3
21009950400,21,009,950400,73,1.6232,3
21009950500,21,009,950500,75.7,1.2718,3
21009950600,21,009,950600,77.4,1.3949,3
21009950700,21,009,950700,77.8,1.0607,1
21009950800,21,009,950800,76.1,1.3311,2
21009950900,21,009,950900,76.1,1.1808,2
21009951000,21,009,951000,76.9,1.815,1
21011970100,21,011,970100,74.9,1.8612,3
21011970200,21,011,970200,72.2,1.1593,3
21011970300,21,011,970300,76.3,2.3779,3
21013960100,21,013,960100,74.5,1.2377,2
21013960200,21,013,960200,73.9,1.4824,3
21013960300,21,013,960300,77.3,2.1056,2
21013960400,21,013,960400,76,3.5075,3
21013960500,21,013,960500,75,2.2751,3
21013960600,21,013,960600,71.5,1.7168,3
21013960700,21,013,960700,72.7,1.8265,3
21013960800,21,013,960800,74.8,1.6438,3
21013961100,21,013,961100,72.2,1.4253,3
21015070100,21,015,070100,74.7,1.1796,1
21015070200,21,015,070200,75.6,1.3182,3
21015070301,21,015,070301,74.1,1.7869,3
21015070305,21,015,070305,82,2.8552,3
21015070307,21,015,070307,82.7,2.0149,3
21015070308,21,015,070308,79.9,1.7135,1
21015070309,21,015,070309,79.9,2.0427,3
21015070311,21,015,070311,75.4,0.8805,2
21015070312,21,015,070312,75.9,1.8887,1
21015070313,21,015,070313,77.3,2.0486,3
21015070314,21,015,070314,83.8,3.5572,3
21015070401,21,015,070401,80.7,1.6609,1
21015070402,21,015,070402,77.9,1.8694,1
21015070502,21,015,070502,77.4,1.4403,3
21015070503,21,015,070503,79.4,2.0039,3
21015070504,21,015,070504,80.3,2.4743,3
21015070601,21,015,070601,79.6,1.3539,3
21015070604,21,015,070604,78.1,1.9246,3
21015070605,21,015,070605,79.4,1.2827,3
21015070606,21,015,070606,73.7,1.5205,3
21015070607,21,015,070607,79.3,1.2341,3
21017030100,21,017,030100,75.5,1.2239,3
21017030200,21,017,030200,75.1,0.8669,2
21017030300,21,017,030300,79.2,1.9269,3
21017030400,21,017,030400,78,1.5345,3
21017030600,21,017,030600,77.1,1.4747,3
21019030200,21,019,030200,66.5,2.0081,3
21019030300,21,019,030300,72.4,2.2571,3
21019030400,21,019,030400,73,1.7175,1
21019030500,21,019,030500,76.1,1.1489,3
21019030600,21,019,030600,77.9,1.2503,3
21019030700,21,019,030700,74.4,1.5147,3
21019030800,21,019,030800,73.9,0.9342,2
21019030900,21,019,030900,75.5,1.2644,2
21019031001,21,019,031001,77.5,2.1457,3
21019031002,21,019,031002,77,1.6918,1
21019031200,21,019,031200,74.5,1.611,3
21019031300,21,019,031300,75.3,1.5472,3
21021930100,21,021,930100,80.5,1.9499,3
21021930200,21,021,930200,77.2,1.2712,3
21021930300,21,021,930300,75.1,0.8666,2
21021930400,21,021,930400,73.1,1.1919,3
21021930500,21,021,930500,78.2,1.2599,2
21021930600,21,021,930600,77.1,1.5239,3
21021930700,21,021,930700,74.4,3.3186,3
21023950100,21,023,950100,72.1,1.6224,3
21023950200,21,023,950200,75.7,2.4023,3
21023950300,21,023,950300,74.9,1.3249,3
21025920100,21,025,920100,76.2,3.4924,3
21025920200,21,025,920200,70.5,1.9348,3
21025920300,21,025,920300,70,1.3607,3
21025920400,21,025,920400,70.9,2.5568,3
21025920500,21,025,920500,65.1,2.6084,1
21025920600,21,025,920600,71.9,1.9508,3
21025920700,21,025,920700,66.5,3.5955,3
21027960100,21,027,960100,75.1,1.0101,2
21027960200,21,027,960200,74.7,0.7753,2
21027960300,21,027,960300,73,1.4837,3
21027960400,21,027,960400,79.3,3.0982,3
21027960501,21,027,960501,72.4,2.8982,3
21027960502,21,027,960502,74.7,1.3698,3
21029020101,21,029,020101,74.8,1.4863,3
21029020102,21,029,020102,77.1,2.0237,3
21029020103,21,029,020103,79.2,2.4477,3
21029020202,21,029,020202,77.8,1.5156,3
21029020300,21,029,020300,77.6,1.815,2
21029020400,21,029,020400,79.7,1.9288,3
21029020500,21,029,020500,76.8,2.7236,3
21029020601,21,029,020601,74.1,1.1679,3
21029020602,21,029,020602,76.1,1.7077,3
21029020701,21,029,020701,78.7,3.2881,3
21029020702,21,029,020702,75.4,1.4627,3
21029020800,21,029,020800,74.3,1.9508,3
21029021102,21,029,021102,77.7,1.8834,3
21029021200,21,029,021200,79.6,2.3585,3
21031930100,21,031,930100,76.1,1.9611,2
21031930200,21,031,930200,74.5,1.2886,2
21031930300,21,031,930300,75.9,1.2825,3
21031930400,21,031,930400,72.9,2.1287,3
21031930500,21,031,930500,77.4,2.4822,3
